smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107,encoded_mdes_108,encoded_mdes_109,encoded_mdes_110,encoded_mdes_111,encoded_mdes_112,encoded_mdes_113,encoded_mdes_114,encoded_mdes_115,encoded_mdes_116,encoded_mdes_117,encoded_mdes_118,encoded_mdes_119,encoded_mdes_120,encoded_mdes_121,encoded_mdes_122,encoded_mdes_123,encoded_mdes_124,encoded_mdes_125,encoded_mdes_126,encoded_mdes_127,encoded_mdes_128,encoded_mdes_129,encoded_mdes_130,encoded_mdes_131,encoded_mdes_132,encoded_mdes_133,encoded_mdes_134
Cc1ccc2ccc3ccc(C)nc3c2n1,0.60407615,0.1524241,-0.012672398,-0.1701054,-0.08734585,-0.32213867,0.010366759,-0.22927396,0.37859258,0.6160849,-0.46155104,-0.12791792,0.24402896,-0.21933275,-0.2209742,0.086297154,0.0019111559,0.42229334,-0.5394522,-0.051094405,0.44537756,-0.21040489,-0.0036370307,-0.38284585,0.7447647,0.3886282,0.70179707,0.019784885,0.039217465,0.43667176,0.16975553,-0.31648088,-0.34037772,0.00062282756,-0.20779279,0.08934988,0.5789224,-0.012543559,-0.37014076,0.5272684,0.064456224,-0.07653436,0.23444876,-0.027306944,0.0035144645,-0.47393012,0.07245773,-0.028270232,-0.37334406,0.0440798,-0.6296113,-0.18336557,0.13084526,0.161942,0.52793896,-0.25524223,0.014662487,0.004119139,-0.071633555,-0.062014647,-0.5297318,-0.21396774,0.38788238,0.19230577,0.59668124,-0.25742927,-0.3217562,0.20290753,0.30207348,-0.038912345,0.022550039,0.14934154,0.016594935,0.021134702,0.12325767,0.112565495,-0.39382717,-0.108680226,-0.060618572,-0.10599484,0.21417698,0.5481343,-0.48440468,-0.22843549,-0.179247,-0.18886073,0.35067043,-0.37024206,0.3315859,-0.02753323,-0.06418185,0.14345995,0.08515018,-0.49625832,-0.006458733,-0.24732095,0.054454125,0.030926444,-0.013997506,-0.051438108,-0.1035064,-0.3817957,0.19981924,-0.16232318,0.035166077,-0.15888749,-0.53631765,-0.024708182,0.07351236,0.87828636,0.0052852468,0.46733052,0.12968856,0.6869646,-0.045564592,-0.33572266,-0.19657275,0.49089646,0.11374818,0.49856612,0.061054263,0.15903081,0.30296108,-0.51504064,0.13715437,0.099422544,0.11791441,-0.008897822,0.010075051,0.15413041,0.4197258,-0.04169421,0.09470065,0.48138416,0.064573765
Cc1cccc(-c2cccc(-c3cccc(C)n3)n2)n1,0.7500478,0.19475368,-0.02417982,-0.22353026,-0.11382674,-0.409995,0.0056046015,-0.2859868,0.45910063,0.76043296,-0.55384505,-0.1571017,0.29044265,-0.25921667,-0.25734213,0.09203692,-0.0017745793,0.5161312,-0.6670085,-0.057408445,0.5390468,-0.25744852,0.010238513,-0.47288856,0.90877557,0.46908322,0.8817592,0.029104548,0.028719783,0.5416415,0.20282641,-0.37968487,-0.42111525,-0.006005075,-0.2700686,0.11398743,0.7277959,-0.0055764616,-0.4476439,0.6392973,0.06423016,-0.092690825,0.29808214,-0.016146943,0.0017799395,-0.59049183,0.08466915,-0.032886475,-0.4796174,0.04604144,-0.76268303,-0.2100476,0.17800115,0.20047483,0.6358201,-0.30400708,0.009699499,0.004563134,-0.06813108,-0.084425636,-0.6372729,-0.25324133,0.47379407,0.22231281,0.739517,-0.32198772,-0.3975555,0.24155334,0.36217523,-0.062810585,0.023725525,0.17401522,0.01538857,0.026710486,0.16367835,0.14038153,-0.49539408,-0.12150298,-0.05873511,-0.129684,0.26440284,0.66486454,-0.58867925,-0.26801983,-0.23123966,-0.22922918,0.42010075,-0.45055872,0.41169304,-0.034964625,-0.09292595,0.16231862,0.090305805,-0.6165357,-0.006192792,-0.31380257,0.08261119,0.04334173,-0.02177463,-0.047980905,-0.11132816,-0.4572078,0.23291945,-0.19652534,0.024545394,-0.1972358,-0.6556721,-0.021138132,0.095914796,1.0804917,0.0073835314,0.56332874,0.14446954,0.8650184,-0.04225573,-0.4267702,-0.261602,0.60495704,0.14450112,0.6005833,0.08485553,0.20467685,0.37941208,-0.6221028,0.16478102,0.12141532,0.13553497,-0.0015854798,0.00017369166,0.18671174,0.512694,-0.043337375,0.13538586,0.60228217,0.06907618
CCN(CC)CCCN,-0.5255556,0.0329492,0.046494845,-0.10169958,0.78484184,0.34978163,0.33485296,0.5307717,-0.059328113,-1.193166,0.90321314,0.038831823,-0.3054838,0.7415176,0.11534683,-1.0436476,-1.010109,-0.16793163,1.3583311,0.035169505,-0.15152672,0.059342116,-0.545201,0.4219225,-1.9627197,-1.5045457,-1.1267023,-1.3695071,1.4014428,-0.034339443,0.3123308,0.12611192,1.0476236,0.3729277,0.016085692,-1.0836352,0.052855745,0.66855973,0.14210157,-1.0973247,-1.1281782,1.3358163,0.83436847,-0.73366076,0.22313213,0.619373,0.5271176,0.7958177,1.0595936,0.09926647,0.36452442,0.28216922,-2.1476185,-0.029169828,-0.38464883,0.574324,0.007972768,-0.040058296,0.97124857,1.326736,1.4131842,-0.09951781,-0.28758782,-1.4084476,-1.0295926,0.2739634,-0.25180966,0.7308459,-0.32737404,0.24856682,-0.45991057,0.007847525,1.774693,-0.040878795,0.9467001,-1.1734676,0.27101558,0.34405756,0.057768352,0.2544887,1.5176764,-0.22936769,1.4950638,0.24850467,1.3511927,0.98218495,-0.46183872,-0.8837563,-0.015788445,0.20549817,1.8374754,-0.77546227,0.21121725,-0.012206836,0.14815463,0.008010022,-0.14603427,-0.38175234,-0.10286028,-0.41454497,-0.29473713,0.5785057,-0.1880984,0.21733618,-0.41322288,0.015952986,0.091565676,0.07285473,-0.7383373,-1.0026323,-0.049143046,-0.5979633,0.038505483,-1.1094065,1.1056335,0.981269,1.2366085,-0.67929,-0.88989484,-0.4197736,-0.8348436,0.59441966,0.09445799,1.3670727,-0.30916086,-0.04367824,0.43022698,-0.46170262,-0.24840696,-1.3934027,-0.5345127,0.8544003,-0.29125464,-0.7105789,0.73237324
C1CCC(N2CCNCC2)CC1,-0.092130646,-0.016199306,0.046356298,0.028672272,0.17380473,0.105670966,0.06634866,0.11261375,0.011689153,-0.21261671,0.109767534,-0.00092616025,-0.04050886,0.10080616,-0.039943904,-0.1506133,-0.18196426,-0.012583042,0.24076116,-0.021585992,-0.0046656094,0.006202424,-0.16793281,0.08029142,-0.31749922,-0.24466564,-0.255316,-0.27890173,0.32162923,-0.018019695,0.069172375,-0.016613137,0.1903136,0.08698301,0.029155985,-0.23130867,-0.028093833,0.10100315,-0.0018710364,-0.1667909,-0.17076483,0.2567921,0.13601145,-0.19156289,0.053787258,0.13809781,0.1276424,0.13413326,0.25690058,0.049937796,0.008187562,-0.00021222979,-0.44807178,-0.014612379,-0.028027419,0.072522774,0.016537642,-0.016804919,0.11738884,0.30916336,0.22557232,-0.04912909,-0.041488227,-0.2076827,-0.20102239,0.0697228,-0.033026226,0.16270861,-0.027073704,0.096862674,-0.081675515,0.027590603,0.3307488,-0.010883154,0.13277058,-0.1969569,0.05588036,0.005905159,-0.028229844,0.03975957,0.31399366,-0.018910509,0.24579084,0.0075799115,0.2863684,0.17341228,-0.029681288,-0.19559288,-7.241464e-05,0.02777296,0.4113174,-0.09628263,0.09539485,0.016847389,0.0064534135,0.036031805,-0.07577678,-0.06724999,-0.009471914,-0.12347196,-0.12400995,0.0501542,0.010230999,0.0018812642,-0.023639552,0.016330836,0.010045403,-0.008160841,-0.18291736,-0.16461712,-0.012152167,-0.052060172,0.040370654,-0.27788615,0.14578217,0.20649713,0.28786162,-0.12553844,-0.16773137,-0.018839903,-0.18107118,0.07648073,0.0060604075,0.22083993,-0.04248729,-0.0036193933,0.13261168,-0.13347715,-0.016247548,-0.26090744,-0.07891149,0.1372818,-0.12904306,-0.16865748,0.194117
NCCCc1ccccc1,-0.032760035,-0.021715784,0.043923758,0.04826567,0.09211647,0.07398614,0.031688724,0.051139835,0.021845646,-0.08336851,0.00013185292,-0.008858015,-0.0014704019,0.0182591,-0.058430195,-0.031865086,-0.07115127,0.008750496,0.08906456,-0.03368964,0.016073225,-0.0015814016,-0.11523242,0.032066092,-0.09887482,-0.07448484,-0.14260529,-0.1339249,0.17915517,-0.017475028,0.035818264,-0.033489145,0.077878736,0.047888916,0.031620156,-0.118735224,-0.037656505,0.02489829,-0.020979142,-0.042452976,-0.046431925,0.10903917,0.044324163,-0.11724397,0.03485148,0.07452472,0.073213354,0.04442942,0.14716515,0.040854767,-0.041814808,-0.037478954,-0.21567172,-0.013255235,0.021278586,0.0049982443,0.020889062,-0.01626949,-0.00030181557,0.16861485,0.066969976,-0.0409522,-0.009256972,-0.0444265,-0.09074597,0.04336685,-0.0026076986,0.08526893,0.016958766,0.07798906,-0.034394708,0.034973104,0.13931294,-0.009757214,0.023230799,-0.06679662,0.028358214,-0.034731634,-0.03852222,0.011289372,0.15571165,0.01127458,0.080413856,-0.027866755,0.14573304,0.06816834,0.028018888,-0.10522929,0.004742229,0.004367125,0.21967737,-0.0015280508,0.08159307,0.019486116,-0.013280001,0.039889865,-0.067497596,-0.026391264,0.0018575415,-0.08366287,-0.10185582,-0.02192599,0.03474024,-0.02938301,0.029886827,0.016611062,-0.0033318615,-0.01965312,-0.1071279,-0.052879646,-0.0075282375,0.021945871,0.042255137,-0.16399711,0.016003817,0.10542552,0.16325237,-0.053990874,-0.07097571,0.031358972,-0.092684165,0.0059031285,-0.008955116,0.06420724,-0.00874513,-0.00018413924,0.09378806,-0.08500881,0.020519678,-0.10909949,-0.017317487,0.04269813,-0.10813519,-0.09739186,0.12187026
Cc1nccn1-c1ccc(-n2ccnc2C)cc1,0.6611185,0.16895327,-0.017160784,-0.19101408,-0.097709134,-0.35647294,0.008531953,-0.2514416,0.41003868,0.6725094,-0.49761492,-0.13935143,0.26215038,-0.23490466,-0.2351647,0.088554785,0.00048488379,0.45895308,-0.5893087,-0.05356755,0.48194277,-0.22877713,0.0017243028,-0.41803017,0.8088666,0.42005596,0.77215666,0.023477988,0.035117418,0.4777259,0.18269733,-0.34121174,-0.37198028,-0.0019794293,-0.232176,0.099011734,0.63717246,-0.009822555,-0.4004822,0.57109404,0.06436582,-0.08287993,0.25934732,-0.022941098,0.0027880664,-0.51948667,0.07720679,-0.030148106,-0.41487846,0.04485211,-0.6816235,-0.19383311,0.14924587,0.17702302,0.570098,-0.27433133,0.012701137,0.0043025725,-0.07022271,-0.070777826,-0.5717712,-0.22929958,0.4215016,0.20404592,0.6525163,-0.28267896,-0.35138354,0.21799198,0.32558703,-0.048318956,0.022956327,0.15900613,0.016084708,0.02330575,0.13905054,0.12350221,-0.43351457,-0.113722384,-0.059937872,-0.115255766,0.23375583,0.5937402,-0.5251422,-0.24394292,-0.19956885,-0.20466217,0.37778178,-0.4015892,0.3628715,-0.030437823,-0.07539697,0.15083621,0.08713284,-0.5432739,-0.0063349493,-0.2732755,0.065486625,0.03576876,-0.017045999,-0.050043553,-0.10657971,-0.4112512,0.2127746,-0.1756481,0.031010903,-0.17384546,-0.5829541,-0.023333512,0.08227569,0.9573958,0.006129524,0.50481707,0.13547577,0.7565541,-0.044302642,-0.3713601,-0.2219862,0.53546196,0.12580241,0.538445,0.0703554,0.17685767,0.33288872,-0.5569355,0.14799008,0.10803275,0.12474167,-0.0060059913,0.0061719306,0.16689645,0.45607862,-0.042341232,0.11057155,0.5286806,0.06630017
c1cc(-n2ccnc2)cc(-n2ccnc2)c1,0.5704192,0.14265415,-0.010014128,-0.15778136,-0.08123316,-0.3018962,0.011450886,-0.21618496,0.36003017,0.58279765,-0.44026086,-0.12116786,0.2333448,-0.21017058,-0.21259466,0.08495125,0.002759464,0.40066966,-0.5100217,-0.049637653,0.42378432,-0.19955646,-0.0068002343,-0.36208954,0.70694566,0.3700849,0.66030896,0.01760714,0.041634634,0.41245085,0.16211352,-0.30187708,-0.32173783,0.002160605,-0.19341707,0.08365737,0.5445597,-0.014152266,-0.3522322,0.5013898,0.06451312,-0.07280491,0.21975303,-0.029879801,0.0039444803,-0.44704524,0.06964133,-0.027167456,-0.34882465,0.043612313,-0.5989182,-0.177194,0.11999397,0.15306418,0.50306016,-0.24397236,0.015823593,0.004014682,-0.07245808,-0.056850553,-0.5049262,-0.20492336,0.36805174,0.18536398,0.56373996,-0.24254146,-0.30426982,0.19400266,0.28820544,-0.033370588,0.022317614,0.14363539,0.016889744,0.019873155,0.11394143,0.10612899,-0.37040454,-0.10572326,-0.061011918,-0.10052138,0.20262027,0.5212348,-0.46037143,-0.21927252,-0.16725974,-0.17955211,0.33467034,-0.35173514,0.31312165,-0.02582644,-0.057563156,0.13910365,0.083969295,-0.46849677,-0.0065188147,-0.23198798,0.047940746,0.028084159,-0.012197355,-0.05226147,-0.101689056,-0.36440957,0.19218966,-0.154454,0.03762,-0.15006366,-0.5088163,-0.025523812,0.06833337,0.8316041,0.0047835694,0.4452029,0.12626082,0.6458983,-0.046305157,-0.31470063,-0.18158448,0.46458432,0.10663967,0.47502822,0.05557378,0.14851001,0.2853042,-0.49031702,0.13075416,0.094345614,0.11386855,-0.010584328,0.012373861,0.14661463,0.39827237,-0.041301034,0.08534597,0.45348626,0.06355435
Cc1cc(C(C)(C)C)nc(C(C)(C)C)c1,-0.05590693,-0.02032388,0.045754593,0.03897839,0.12265493,0.08607731,0.045120694,0.077352434,0.016293325,-0.1316278,0.043010704,-0.0053095305,-0.018185575,0.048876725,-0.05296571,-0.076881304,-0.112729,-0.0006582994,0.14677563,-0.027112326,0.007975858,0.0006302297,-0.13539755,0.05105476,-0.18152587,-0.13938715,-0.1839166,-0.18897812,0.23273295,-0.016776685,0.050224334,-0.02944433,0.11927978,0.06348811,0.031116683,-0.16097096,-0.034990996,0.05394075,-0.01408633,-0.09025152,-0.09251885,0.16633555,0.07840207,-0.14697313,0.039967332,0.09789998,0.09532935,0.07846627,0.19015531,0.045250643,-0.02120351,-0.023962848,-0.3059718,-0.014023262,0.0005767159,0.031843573,0.017950648,-0.01567921,0.046074905,0.22345898,0.12648568,-0.04471116,-0.022066496,-0.10663905,-0.13247585,0.05289752,-0.0143566,0.11592915,-0.0010711476,0.08487636,-0.050677262,0.029846169,0.20983541,-0.009270924,0.06605996,-0.11511524,0.037866298,-0.021518338,-0.035366826,0.021299079,0.21313193,-6.573647e-05,0.14156553,-0.012698682,0.19833185,0.105891824,0.0059179813,-0.13816796,0.0015194839,0.013300053,0.292162,-0.03943061,0.08513674,0.019336829,-0.006620597,0.038771898,-0.06898877,-0.041817833,-0.0016421005,-0.09964427,-0.10916847,0.005897537,0.027232096,-0.015655294,0.009485502,0.015268248,0.0023626192,-0.015341483,-0.13784567,-0.09491214,-0.00940012,-0.006867543,0.040672652,-0.20796627,0.066039085,0.14230882,0.20887204,-0.07994146,-0.10854186,0.014258087,-0.1265612,0.03344917,-0.0015987782,0.1255828,-0.020749066,-0.00017308816,0.1075543,-0.10462236,0.0039162375,-0.16543348,-0.04024776,0.07694587,-0.11572334,-0.1231344,0.14921258
CN1CCCCC1,-0.07497306,-0.0180972,0.04612838,0.033575017,0.14968881,0.096463434,0.056308325,0.09595075,0.013891799,-0.17431395,0.078178026,-0.002964341,-0.029988892,0.07625678,-0.046110757,-0.115707666,-0.14929965,-0.0069412678,0.19635384,-0.024138426,0.0013292767,0.0034152493,-0.15266141,0.06665446,-0.2533542,-0.19491954,-0.22149235,-0.23644112,0.27970654,-0.017497167,0.060188442,-0.02277232,0.15663753,0.075927004,0.030068614,-0.19809344,-0.031399723,0.078709684,-0.007709885,-0.13062653,-0.13365929,0.21400042,0.10873164,-0.17055443,0.047185607,0.11920987,0.11244268,0.10789853,0.22537217,0.047677465,-0.0057677366,-0.011408459,-0.380871,-0.014444688,-0.0144762285,0.053233534,0.017116135,-0.016305488,0.083644815,0.26864687,0.17871198,-0.046965294,-0.032294217,-0.15996808,-0.16853821,0.06179078,-0.02429269,0.14075522,-0.01494728,0.091271624,-0.0669739,0.028471433,0.27344197,-0.010106874,0.101212725,-0.15818931,0.047381118,-0.007113807,-0.031582393,0.030951142,0.26633564,-0.01001421,0.19656616,-0.0019378662,0.24472332,0.14140067,-0.012872107,-0.16840944,0.0007085105,0.02098947,0.35501856,-0.0694125,0.09059854,0.018109119,0.0003299527,0.037328262,-0.07259689,-0.05515829,-0.0058091506,-0.11221926,-0.11695214,0.029283203,0.018231519,-0.006332893,-0.007958315,0.015900457,0.006459887,-0.011352288,-0.16162744,-0.13160981,-0.010832833,-0.030722797,0.04047489,-0.24468082,0.10808581,0.1761214,0.2503652,-0.10389349,-0.13964413,-0.0030796975,-0.1553864,0.05628201,0.0025114128,0.17584638,-0.032291982,-0.0020693522,0.12076719,-0.11999066,-0.0068495795,-0.21576549,-0.060693316,0.10870868,-0.12285726,-0.14715625,0.1728384
C1CNC(CN2CCCC2)C1,-0.079851724,-0.01756132,0.04622898,0.032191943,0.15648212,0.099083185,0.059165083,0.100700155,0.013250971,-0.1851752,0.08712686,-0.0023977244,-0.032993563,0.083177075,-0.044319555,-0.1256505,-0.15854551,-0.008492639,0.20895994,-0.023394192,-0.00039194897,0.0042347945,-0.15695858,0.07051866,-0.27151775,-0.20898278,-0.23110124,-0.24845198,0.29157835,-0.017612983,0.06269027,-0.021003522,0.16615504,0.079046234,0.029783271,-0.20752655,-0.030459307,0.08501344,-0.005989706,-0.14093131,-0.14417897,0.2261423,0.11647615,-0.1764973,0.04906733,0.124581605,0.11671325,0.11531648,0.23431721,0.048312657,-0.001808662,-0.008259706,-0.3999207,-0.014475331,-0.018311087,0.05869031,0.016956573,-0.016460795,0.09322814,0.2801737,0.19199261,-0.04759574,-0.034865096,-0.17346165,-0.17773929,0.06407166,-0.026732465,0.14698684,-0.018400326,0.09283276,-0.07116754,0.028187633,0.28972715,-0.010357197,0.110121906,-0.16914266,0.049752694,-0.0034474805,-0.030664025,0.033498123,0.27983442,-0.012564715,0.21048683,0.0007792413,0.25656015,0.15048839,-0.017598554,-0.17613655,0.0005183717,0.022897031,0.3709253,-0.07701908,0.09192826,0.017742762,0.0020415522,0.036982857,-0.073535055,-0.058580104,-0.0068416446,-0.11536258,-0.118988566,0.035195805,0.015949324,-0.0040129162,-0.012395404,0.01604504,0.0075187525,-0.010451129,-0.16768616,-0.1409909,-0.011207128,-0.036753118,0.04045379,-0.25410262,0.11876939,0.18473023,0.26101494,-0.11003553,-0.14761338,-0.007539265,-0.16264965,0.062000785,0.0035231533,0.18863751,-0.035162535,-0.002519874,0.12412158,-0.12383324,-0.009551749,-0.22856131,-0.06585692,0.11683519,-0.124609485,-0.15328147,0.17887858
N=c1[nH]cc[nH]1,0.027404066,-0.029902535,0.04992897,0.03784851,0.031608514,0.02561815,0.008824196,0.0054322104,0.04889322,0.015610992,-0.08882682,-0.017958043,0.055771824,-0.045229595,-0.06875105,0.04659844,-0.009802502,0.036568657,-0.03992252,-0.036081824,0.062455796,-0.013587484,-0.08254907,-0.020129882,0.06251547,0.053441472,-0.050812323,-0.030577913,0.08306136,0.009921185,0.009707393,-0.039815314,-0.0023552142,0.033528168,0.028567392,-0.031267922,-0.021028213,-0.035630308,-0.053258523,0.077385955,0.047691807,-0.00017364742,0.00012139976,-0.07372558,0.014483786,0.018170219,0.033213146,0.0014063288,0.06725384,0.032330602,-0.10098372,-0.075688355,-0.05101552,0.013299713,0.067614704,-0.052421395,0.015595884,-0.011474831,-0.070472464,0.043260716,-0.06135487,-0.037181217,0.024139866,0.06802486,0.016057875,0.019184068,-0.010329584,0.050361358,0.049858775,0.06156472,0.016089095,0.051170714,0.041881178,-0.012085494,-0.037957687,0.00679616,-0.009308157,-0.03264727,-0.044850525,-0.0077548707,0.046025828,0.0697981,-0.04265988,-0.073257454,0.04650646,-0.011081707,0.06768315,-0.048485152,0.012479571,-0.005820878,0.07834815,0.084704734,0.066090696,0.0055867974,-0.005719086,0.029274918,-0.058209635,-0.015065259,0.011590758,-0.053455986,-0.073190875,-0.07159661,0.05553285,-0.038604483,0.07152999,0.0046437997,-0.041962333,-0.025470994,-0.04711188,0.047485482,0.013367472,0.07933567,0.050506935,-0.055079684,-0.059667937,0.04264272,0.08760955,0.023602843,0.0012582773,0.07922773,-0.044743367,-0.022922594,-0.006660059,-0.08258882,0.024570782,-0.006116828,0.059027247,-0.032556996,0.054733723,-0.0028364589,0.035170786,-0.02233945,-0.09650266,-0.036322705,0.062847435
Cc1ccc(N)cc1,-0.017784256,-0.021828614,0.042778485,0.05369668,0.07595207,0.06533117,0.02366595,0.03587187,0.025036355,-0.05529711,-0.02504097,-0.010512625,0.009153735,-0.00036493316,-0.061128967,-0.006486792,-0.0483566,0.014605459,0.054319292,-0.038485296,0.02122797,-0.0029228758,-0.10160793,0.018991707,-0.04999806,-0.036208484,-0.12041943,-0.1013476,0.14720099,-0.017216753,0.025892038,-0.03473334,0.054697208,0.03940733,0.031622306,-0.0935348,-0.03835656,0.008041963,-0.024385843,-0.01401592,-0.019499432,0.07626806,0.023849852,-0.09990549,0.032288708,0.06133558,0.059745185,0.025560295,0.12243895,0.036848564,-0.053648908,-0.04452998,-0.16063763,-0.011758812,0.033223484,-0.011021066,0.021292994,-0.017302603,-0.028032202,0.13511139,0.033980303,-0.03755803,-0.0013073888,-0.007419698,-0.06557874,0.03770528,0.0038844245,0.06820252,0.027345385,0.072597146,-0.025024403,0.03785338,0.10035102,-0.011612963,-0.0028456822,-0.037666313,0.020992078,-0.04025109,-0.03935942,0.005160668,0.122663885,0.018906161,0.04528711,-0.03675842,0.11602044,0.046791792,0.039174654,-0.08619185,0.007818016,-0.001966603,0.1783994,0.022226289,0.08027081,0.01980163,-0.016712999,0.039056364,-0.06801029,-0.01822202,0.0030194875,-0.07284098,-0.09630771,-0.037105024,0.03872746,-0.037933324,0.04153658,0.016568389,-0.0073198844,-0.019966008,-0.08959124,-0.027991325,-0.0059251837,0.040131547,0.04462251,-0.1387176,-0.013182346,0.08581816,0.13771364,-0.039541457,-0.04858744,0.04085663,-0.072560996,-0.00972781,-0.013620123,0.026779797,-0.0015220642,-0.0005002739,0.08570939,-0.073702216,0.030792553,-0.0764129,-0.003100207,0.022482589,-0.104523875,-0.08400151,0.10495007
Cc1ccc(CN)cc1,-0.024085473,-0.021777209,0.043288752,0.051328294,0.082767025,0.069189765,0.0270571,0.042122755,0.023592047,-0.06702979,-0.014255311,-0.009722321,0.0047510527,0.007915139,-0.060565002,-0.016972233,-0.058226466,0.012282188,0.06915227,-0.036454428,0.018941145,-0.0025211414,-0.10800855,0.025042506,-0.07096936,-0.05266049,-0.12985606,-0.115425706,0.16120118,-0.01798943,0.030600151,-0.03398921,0.06454668,0.043096546,0.031396516,-0.10458999,-0.038048428,0.015422136,-0.023278655,-0.02599965,-0.031067442,0.08989878,0.03273372,-0.107136786,0.03352887,0.0669458,0.06524462,0.03343761,0.13307858,0.038714796,-0.04890795,-0.04193929,-0.18414819,-0.0127522275,0.028733667,-0.004456602,0.021345729,-0.01670898,-0.01637077,0.1495565,0.047671497,-0.039017804,-0.0045514926,-0.02310928,-0.0768265,0.040211648,0.001345478,0.07503424,0.02296275,0.075432226,-0.029467236,0.036972407,0.116570465,-0.010656441,0.007980738,-0.050228886,0.024313021,-0.038398225,-0.039237387,0.007603542,0.13719344,0.015105713,0.06036938,-0.033027582,0.12870148,0.055742234,0.034583762,-0.09406528,0.006545828,0.0007559778,0.1962059,0.012315791,0.081019536,0.019463735,-0.015213804,0.039486967,-0.067481555,-0.021296315,0.002210184,-0.07759781,-0.09913646,-0.03068839,0.037231512,-0.034464195,0.03643066,0.01677327,-0.005628635,-0.020376759,-0.09691463,-0.038465686,-0.0067444383,0.03200844,0.04325329,-0.1496034,-0.0009165406,0.093740806,0.14834723,-0.045826893,-0.057852287,0.036590397,-0.08076668,-0.0033629313,-0.01168365,0.04288486,-0.0046726316,-0.00043806154,0.089013666,-0.07871444,0.026829734,-0.09037675,-0.009334004,0.031296253,-0.10640192,-0.08938345,0.112512045
c1ccc(CNCc2ccccc2)cc1,0.51767737,0.12737992,-0.005884696,-0.13845986,-0.0716372,-0.2701349,0.01314026,-0.19569978,0.33092898,0.5306163,-0.4069376,-0.11059445,0.2165885,-0.19577073,-0.19947138,0.08283956,0.0040768236,0.36672762,-0.46390253,-0.047347464,0.38998732,-0.1825581,-0.011769369,-0.32954568,0.64766926,0.3410399,0.59524614,0.014196353,0.045431204,0.37450585,0.1501582,-0.27900028,-0.2925218,0.004564449,-0.17086232,0.07473074,0.49069595,-0.016663663,-0.32420668,0.46085683,0.064611025,-0.066957295,0.19671956,-0.033898506,0.004595009,-0.4049452,0.065243006,-0.02547408,-0.3104235,0.042903755,-0.5508106,-0.16752191,0.102984816,0.13912977,0.46407786,-0.22633368,0.01763927,0.003833998,-0.073759,-0.048748806,-0.46605724,-0.19074348,0.33698884,0.17448556,0.51205647,-0.2192166,-0.27688095,0.18007264,0.2664606,-0.024667475,0.021908298,0.13473868,0.017357834,0.017873837,0.099324256,0.09601573,-0.33370483,-0.10107492,-0.0616455,-0.09200303,0.18454555,0.47904104,-0.42269683,-0.20494398,-0.14846252,-0.16493426,0.3095955,-0.3227469,0.28419337,-0.023165852,-0.047203556,0.13228422,0.08212507,-0.425016,-0.0066156425,-0.2080043,0.0377267,0.023621004,-0.009385867,-0.053569406,-0.09883784,-0.3371719,0.18021783,-0.14211726,0.041451253,-0.13620779,-0.4656757,-0.02679506,0.060248088,0.7584667,0.003974742,0.41053438,0.12091473,0.58155334,-0.04746887,-0.28175715,-0.15810505,0.42335498,0.09549913,0.43811458,0.046982918,0.13200848,0.25767168,-0.45160186,0.12073459,0.08636837,0.10752052,-0.013238758,0.015985515,0.1348062,0.36462137,-0.040693603,0.07066378,0.40973532,0.061955936
