smiles,encoded_mdes_0,encoded_mdes_1,encoded_mdes_2,encoded_mdes_3,encoded_mdes_4,encoded_mdes_5,encoded_mdes_6,encoded_mdes_7,encoded_mdes_8,encoded_mdes_9,encoded_mdes_10,encoded_mdes_11,encoded_mdes_12,encoded_mdes_13,encoded_mdes_14,encoded_mdes_15,encoded_mdes_16,encoded_mdes_17,encoded_mdes_18,encoded_mdes_19,encoded_mdes_20,encoded_mdes_21,encoded_mdes_22,encoded_mdes_23,encoded_mdes_24,encoded_mdes_25,encoded_mdes_26,encoded_mdes_27,encoded_mdes_28,encoded_mdes_29,encoded_mdes_30,encoded_mdes_31,encoded_mdes_32,encoded_mdes_33,encoded_mdes_34,encoded_mdes_35,encoded_mdes_36,encoded_mdes_37,encoded_mdes_38,encoded_mdes_39,encoded_mdes_40,encoded_mdes_41,encoded_mdes_42,encoded_mdes_43,encoded_mdes_44,encoded_mdes_45,encoded_mdes_46,encoded_mdes_47,encoded_mdes_48,encoded_mdes_49,encoded_mdes_50,encoded_mdes_51,encoded_mdes_52,encoded_mdes_53,encoded_mdes_54,encoded_mdes_55,encoded_mdes_56,encoded_mdes_57,encoded_mdes_58,encoded_mdes_59,encoded_mdes_60,encoded_mdes_61,encoded_mdes_62,encoded_mdes_63,encoded_mdes_64,encoded_mdes_65,encoded_mdes_66,encoded_mdes_67,encoded_mdes_68,encoded_mdes_69,encoded_mdes_70,encoded_mdes_71,encoded_mdes_72,encoded_mdes_73,encoded_mdes_74,encoded_mdes_75,encoded_mdes_76,encoded_mdes_77,encoded_mdes_78,encoded_mdes_79,encoded_mdes_80,encoded_mdes_81,encoded_mdes_82,encoded_mdes_83,encoded_mdes_84,encoded_mdes_85,encoded_mdes_86,encoded_mdes_87,encoded_mdes_88,encoded_mdes_89,encoded_mdes_90,encoded_mdes_91,encoded_mdes_92,encoded_mdes_93,encoded_mdes_94,encoded_mdes_95,encoded_mdes_96,encoded_mdes_97,encoded_mdes_98,encoded_mdes_99,encoded_mdes_100,encoded_mdes_101,encoded_mdes_102,encoded_mdes_103,encoded_mdes_104,encoded_mdes_105,encoded_mdes_106,encoded_mdes_107,encoded_mdes_108,encoded_mdes_109,encoded_mdes_110,encoded_mdes_111,encoded_mdes_112,encoded_mdes_113,encoded_mdes_114,encoded_mdes_115,encoded_mdes_116,encoded_mdes_117,encoded_mdes_118,encoded_mdes_119,encoded_mdes_120,encoded_mdes_121,encoded_mdes_122,encoded_mdes_123,encoded_mdes_124,encoded_mdes_125,encoded_mdes_126,encoded_mdes_127,encoded_mdes_128,encoded_mdes_129,encoded_mdes_130,encoded_mdes_131,encoded_mdes_132,encoded_mdes_133,encoded_mdes_134,encoded_mdes_135,encoded_mdes_136,encoded_mdes_137,encoded_mdes_138,encoded_mdes_139,encoded_mdes_140,encoded_mdes_141,encoded_mdes_142,encoded_mdes_143,encoded_mdes_144,encoded_mdes_145,encoded_mdes_146,encoded_mdes_147,encoded_mdes_148,encoded_mdes_149,encoded_mdes_150,encoded_mdes_151,encoded_mdes_152,encoded_mdes_153,encoded_mdes_154,encoded_mdes_155,encoded_mdes_156,encoded_mdes_157,encoded_mdes_158,encoded_mdes_159,encoded_mdes_160,encoded_mdes_161,encoded_mdes_162,encoded_mdes_163,encoded_mdes_164,encoded_mdes_165,encoded_mdes_166,encoded_mdes_167,encoded_mdes_168
CCC1=C(CC)c2nc1c1[nH]c(c(CC)c1CC)c1[nH]c(c(CC)c1CC)c1[nH]c(c3nc(c4[nH]c(c(CC)c4CC)c4[nH]c(c(CC)c4CC)c4[nH]c2c(CC)c4CC)C(CC)=C3CC)c(CC)c1CC,-1.0344048,2.0100935,0.94657916,-1.7032832,-0.23409873,-0.09903768,-0.32475176,0.0071767885,-0.7515597,-0.506276,-1.3181539,1.5220734,0.13844895,-0.7410096,-0.17697169,1.8270584,-0.42599782,-1.2896206,-2.235359,0.4076735,-0.19329411,0.3688117,1.6202092,0.12172944,2.0416272,-0.87480915,-1.072035,-1.4020743,-0.07022306,2.784109,-0.64665836,2.9285548,0.9525122,-0.047582474,-0.2970897,3.1086326,-0.4411791,0.09177217,-0.8364283,-0.84865594,1.6374533,0.6059106,1.3174248,0.12255706,-0.20830572,-0.8083366,0.4750231,1.3411474,-0.062736675,-2.3738475,3.3534079,-1.3645928,-1.4879938,-0.99897045,-1.9089091,0.5163266,-0.25225547,0.9775699,1.69284,0.08755973,-1.9880755,-1.8166056,3.817626,-2.6556742,1.134498,-1.3880188,-0.9545397,0.7871918,-0.9805314,3.065457,0.96372354,0.26557368,-1.5884825,-2.37858,-0.97748595,-0.32201958,2.0711405,2.9967933,-1.2938272,1.9859501,-0.8058733,2.7585719,-2.4300258,0.120384455,1.3568329,4.5024967,0.20254153,-0.06287042,1.5341696,0.743096,1.2071034,1.5600586,2.7624276,1.5479349,-0.2018303,0.046171807,0.022111902,0.004308276,-2.4011674,-1.4696225,-0.3333185,0.061725385,-1.1223717,-0.14214976,0.16994166,-0.4794096,3.0023637,1.4865023,-0.30529663,0.16143115,0.9962056,-0.84088826,-0.8424186,0.822516,-0.47201478,0.19204763,-0.63987887,1.5435821,-0.062392913,0.3240624,0.15389445,0.5127245,0.33195508,2.235267,0.37812036,-0.06814984,0.09188966,-0.13307786,0.11515482,0.032277647,-0.30432993,1.9610202,-1.5226816,2.6553483,-0.6997303,-0.092873625,-0.3175894,0.053777225,0.42545646,-0.84137315,0.2227126,-0.6911644,-1.8946137,-0.60762537,-0.2993459,1.575674,-0.4739331,-0.46116024,0.4109173,-0.5274831,0.6516566,0.9845461,0.040863737,0.25433064,0.12429674,-0.33048642,-1.4587885,-0.120519556,1.4327867,-0.23942146,0.41812056,-3.0158095,-0.10099774,0.17902139,1.0060859,0.18833515,-1.5229026,-1.2346231,2.175331
CCC1(CC)c2ccc([nH]2)CN(C)Cc2ccc([nH]2)C(CC)(CC)c2ccc([nH]2)CN(C)Cc2ccc1[nH]2,-0.487816,0.917984,0.44378713,-0.7175179,-0.11207642,-0.018648416,-0.115550905,0.01530871,-0.3127364,-0.24694799,-0.6041145,0.64320785,0.057957165,-0.3314493,-0.036497906,0.8485993,-0.15808392,-0.5381078,-1.0026872,0.1485487,-0.07850504,0.15807368,0.68879575,0.055476498,0.9257013,-0.38235354,-0.44315958,-0.5982856,0.0047645047,1.2524834,-0.24986008,1.2803116,0.42302096,-0.042820755,-0.1295825,1.38038,-0.19617864,0.04613498,-0.39793688,-0.3377311,0.7049016,0.23540501,0.54461116,0.01951887,-0.09062176,-0.36068377,0.17956997,0.63174057,-0.058573585,-1.0073881,1.4883168,-0.6379069,-0.69183195,-0.43827677,-0.8283795,0.25813314,-0.10208691,0.40818322,0.72540796,0.06323269,-0.8708529,-0.79966384,1.7081918,-1.1673939,0.49531254,-0.5928978,-0.43320042,0.31476092,-0.46137136,1.3581699,0.43552643,0.09116599,-0.6895321,-1.0802188,-0.4532869,-0.1724027,0.8846789,1.3350365,-0.55591214,0.8800347,-0.38568816,1.263824,-1.1239848,0.030595556,0.6161688,2.0008442,0.069928154,-0.019865075,0.69414544,0.33285072,0.49957922,0.72343147,1.2257619,0.6783062,-0.06203301,-0.0014613736,0.013780782,-0.021121033,-1.0843437,-0.6490969,-0.13065995,-0.0075581223,-0.49315602,-0.03741976,0.096379265,-0.21539085,1.3094456,0.63878983,-0.13964956,0.057494797,0.4273299,-0.37660035,-0.37046662,0.40486225,-0.20203283,0.06971235,-0.28480497,0.7195241,-0.018892966,0.1692683,0.08446059,0.20743838,0.12799907,1.0238544,0.17628667,-0.020291677,0.038101736,-0.06267646,0.02537952,0.012548465,-0.12799923,0.8862865,-0.6528303,1.2143389,-0.35029602,-0.0745373,-0.17436302,0.04424367,0.16095847,-0.38240635,0.08419051,-0.282023,-0.8453581,-0.2751532,-0.1478665,0.7089947,-0.22093411,-0.16805358,0.16725296,-0.23095596,0.27353755,0.45484626,0.014539003,0.081804335,0.019549802,-0.10840566,-0.67668056,-0.027866237,0.6133937,-0.0829526,0.16665392,-1.3603116,-0.08778272,0.050047882,0.44211102,0.088929415,-0.6694139,-0.5292525,0.9940281
C1CCC2=NCCCN2CC1,0.14382848,-0.32035038,-0.015073132,0.1207847,-0.021454778,0.14403513,0.11042504,0.05039397,-0.016199343,-0.18877783,-0.11015584,-0.24140017,0.12300747,0.1272121,0.046423703,-0.0760559,-0.1751971,0.15112814,-0.059363037,-0.24006458,-0.061590634,-0.13831224,-0.32464927,0.053819817,0.024774926,-0.13917756,0.20989828,-0.18342361,0.05063971,-0.13842008,-0.00055279955,-0.0902728,0.07630103,0.29420486,-0.0031484398,-0.15715967,-0.23710072,0.32469064,0.072404,0.026516821,-0.02401923,-0.035528593,-0.061134655,-0.007410232,0.0043559186,0.24069859,-0.18997289,-0.03228537,0.02303939,0.19021346,-0.19133063,-0.040822957,-0.04687362,-0.26698413,0.025210954,-0.117559716,0.0870521,0.10533764,-0.2002523,0.18511373,0.061242294,0.033111557,-0.14209601,0.13359068,0.03875105,0.12374854,0.035307743,-0.28568637,-0.0389772,-0.024390476,0.10697148,-0.32097477,-0.025648307,0.116931394,0.21626584,0.07521879,0.023580428,-0.22334632,-0.009651886,0.061923064,-0.15415773,-0.06080515,0.027362809,-0.024353333,0.02466034,-0.07392519,-0.17397425,-0.02694896,-0.13427164,0.022954207,-0.12473131,-0.10434968,-0.0354301,-0.028628662,0.0112817325,-0.22953102,-0.06962151,0.004110247,0.07654288,-0.111607306,0.09355466,0.0686734,0.006919476,0.014182486,-0.13851514,0.13789302,0.044754356,-0.26703724,0.0017547999,-0.06494346,0.1020989,0.15412858,-0.012827088,0.06412949,0.15066549,-0.16005298,0.031244986,-0.021835499,-0.032849062,0.0017914027,-0.11440697,-0.04463801,0.12579834,0.20858945,0.021688264,0.14569002,-0.20411715,-0.03980221,-0.019547898,-0.0024271435,0.02499663,-0.051001135,0.111321405,-0.14152205,-0.07719639,0.065125525,-0.1104147,0.067752175,-0.08886398,0.15036777,0.12779477,0.1338235,-0.115042806,-0.030519418,-0.012543879,-0.12534477,0.043070905,0.10075475,-0.08700409,0.027381796,-0.06730982,0.016122382,0.0715428,-0.1562795,-0.17060189,0.015876453,-0.06452535,0.037373338,-0.09815429,0.2744615,-0.09213093,-0.084790066,0.148916,-0.2619363,0.0018184539,0.22796579,0.106357686,0.008515529,-0.16628195
c1nc[nH]n1,-0.043719497,0.026884165,0.040587988,0.06338866,-0.001313393,0.06388196,0.06176082,0.02165318,-0.00073188916,-0.06439608,-0.054332808,-0.07255001,-0.0038754512,0.01210013,0.051962562,0.061597764,0.011735782,0.06255059,-0.032523155,-0.07566489,0.015296139,9.690132e-05,-0.05940698,-0.008951055,0.03797876,-0.018961897,0.06581726,0.017133966,0.05255442,0.018971112,0.05711242,-0.013082332,0.0027934439,-0.00851753,0.0069102105,0.00675069,-0.05387768,0.061457448,-0.02966676,0.046101607,-0.018865421,-0.05105409,-0.059932034,-0.07384288,8.677435e-05,0.007628337,-0.050847378,0.05877652,-0.038311016,0.07940019,0.012549202,-0.07232282,-0.08274746,-0.026834687,0.011566993,0.057693012,0.04578127,-0.026679955,-0.038140327,0.05152895,-0.010264703,0.0024879985,0.049053274,0.016110018,-0.00042190682,0.04549779,-0.036328778,-0.06825098,-0.053229738,0.021223271,0.034588277,-0.09701109,0.0037966836,-0.037555166,-0.023461958,-0.03890612,-0.029968096,0.01266267,0.007660118,0.017798051,-0.07073592,0.05810649,-0.09318679,-0.03348442,0.048465364,0.05401847,-0.046615258,0.008991096,0.012574796,0.019126343,-0.053057823,0.044127524,0.018438965,-0.0015820111,0.050810207,-0.076178156,0.014281084,-0.05980999,-0.06960091,-0.014135171,0.024832066,-0.03370737,0.0053991172,0.035444006,0.010209002,0.009721965,-0.0046728738,-0.057768308,-0.016538749,-0.027342688,-0.0013608225,-0.00446783,0.014143473,0.059028253,0.021950677,-0.054047123,0.0006703129,0.074462034,0.0029506506,0.043631405,0.036614083,-0.022429034,-0.022067605,0.08497197,0.016074367,0.044655837,-0.027448697,-0.010824251,-0.0479753,-0.006838392,0.007240664,0.042084955,0.053825673,0.062801406,-0.06785606,-0.04278981,-0.06256447,0.03751579,-0.046318162,-0.013613358,0.009639581,0.031806495,-0.06653245,-0.021205679,-0.020929,0.016444255,-0.008243121,0.06117335,-0.03383814,-0.0025668554,-0.020611154,0.04688134,-0.007289665,-0.054274168,-0.06735325,0.04831551,-0.07447153,0.052094903,-0.038718693,0.07080735,-0.034828007,-0.0650316,-0.05670677,-0.05977613,-0.0009312462,0.024156436,0.008338638,0.02035889,0.05148008
c1cn(-c2ccc(-n3ccnc3)cc2)cn1,-0.15799361,0.26518,0.14295514,-0.12406765,-0.03630525,0.031023458,0.0066230744,0.023959221,-0.051784106,-0.09406098,-0.17533563,0.11429386,0.012695767,-0.08077474,0.045168467,0.2589343,0.004385069,-0.085740626,-0.26259398,-0.006147735,-0.0102568045,0.031040821,0.12732998,0.010205967,0.25636575,-0.08817339,-0.07095197,-0.11238609,0.047284756,0.33288342,-0.0070598684,0.28770897,0.1029408,-0.038773973,-0.029317152,0.3401362,-0.051676027,0.019355692,-0.13456851,-0.03221179,0.14400528,0.009615287,0.07994127,-0.043433834,-0.018425833,-0.089283295,0.0036277361,0.20662807,-0.057956357,-0.19102941,0.36915433,-0.20453873,-0.21523656,-0.100706406,-0.1829567,0.10671346,-0.010410603,0.066798724,0.14301652,0.044605,-0.20014754,-0.1879959,0.4401332,-0.2776822,0.111824274,-0.115818426,-0.12165212,0.029375747,-0.14877605,0.33392912,0.123031095,-0.010236986,-0.15282157,-0.3027892,-0.13694344,-0.07910501,0.17629233,0.33719957,-0.11675297,0.2117704,-0.13195224,0.36668402,-0.34035277,-0.020165578,0.16886285,0.5019125,-0.009398356,0.004256306,0.19201459,0.088088416,0.076967955,0.22016183,0.30190632,0.16110605,0.023328992,-0.028317582,0.0067550335,-0.032707892,-0.29757482,-0.15972649,-0.012178499,-0.046732217,-0.110775635,0.02698372,0.05022677,-0.056892514,0.29227066,0.13251898,-0.042515293,-0.0045688767,0.08427638,-0.09443427,-0.08800777,0.15507892,-0.04087782,-0.0015285499,-0.07124238,0.2275229,0.009992979,0.07908649,0.04659062,0.028049063,0.0055980757,0.29846862,0.055610005,0.011797218,0.007574563,-0.021333026,-0.028160747,-0.00038315682,-0.022561645,0.24127194,-0.12799859,0.34754425,-0.13717434,-0.06598116,-0.09043425,0.036412813,0.0029552318,-0.10834924,0.0023813518,-0.038095012,-0.21621597,-0.07023086,-0.05589825,0.19017933,-0.06567009,0.006988656,0.021717135,-0.054539606,0.047115013,0.1352121,-0.0022914521,-0.020982932,-0.04139424,0.020006187,-0.20446949,0.031165898,0.12448101,0.01215471,0.017235633,-0.36746287,-0.07687257,-0.030609205,0.106526874,0.030168042,-0.15859658,-0.10626623,0.28247857
CCn1ccnc1N=Nc1ccc(C)cc1,-0.14369522,0.23700191,0.13008475,-0.097866,-0.03309247,0.033068933,0.011685047,0.024400996,-0.04050608,-0.08740719,-0.15628354,0.090924844,0.010630358,-0.0697624,0.048360668,0.2331323,0.011617977,-0.06588222,-0.23023516,-0.012846645,-0.0071983933,0.025722075,0.10292392,0.007798825,0.22729798,-0.07509893,-0.054827467,-0.09134212,0.04914506,0.29247633,0.0030778944,0.24462754,0.0888271,-0.038515955,-0.024680614,0.29491964,-0.04545824,0.018170767,-0.12324342,-0.019101616,0.11979553,-0.00045415014,0.060134143,-0.046383258,-0.015199853,-0.0773448,-0.00357626,0.18758994,-0.057676706,-0.15584622,0.3205867,-0.18593276,-0.19433951,-0.085806794,-0.15510356,0.09971182,-0.006236382,0.051864043,0.11750776,0.04334162,-0.17084809,-0.16136172,0.38509214,-0.23863387,0.09480859,-0.094849035,-0.1082161,0.016933404,-0.13492154,0.28914785,0.10950031,-0.0147938095,-0.12955733,-0.2692698,-0.123398095,-0.075259045,0.14554197,0.29338527,-0.09777632,0.18244365,-0.12078598,0.32745075,-0.30639148,-0.022057455,0.14958249,0.43680012,-0.012513652,0.0054894816,0.17010303,0.07763236,0.05884121,0.19789182,0.2613556,0.13884199,0.027339041,-0.029589096,0.0067373198,-0.032778107,-0.26302058,-0.13858826,-0.0069898255,-0.048552085,-0.09411976,0.029960055,0.04805582,-0.05015678,0.24793011,0.11086731,-0.038463235,-0.0076637845,0.06913095,-0.08162832,-0.07577421,0.14382462,-0.03388984,-0.004606452,-0.06200583,0.20635785,0.011235624,0.07544163,0.04469354,0.020442933,0.00046309084,0.26668608,0.050390583,0.013199376,0.0061712908,-0.019390771,-0.030476633,-0.000656351,-0.017917817,0.21297543,-0.10532476,0.30978853,-0.12808408,-0.06567809,-0.0869294,0.035742093,-0.003668569,-0.09681064,-0.001148223,-0.027385704,-0.18860509,-0.06145885,-0.051850565,0.16791114,-0.05871235,0.014758006,0.01560713,-0.04706599,0.037332565,0.12134017,-0.003503656,-0.025476208,-0.044103697,0.025259234,-0.1838885,0.03390626,0.10289022,0.01608145,0.01047989,-0.3240993,-0.07616657,-0.034050256,0.09220949,0.027869634,-0.136315,-0.08789611,0.2512799
CN(C)N,3.1964855,-5.3755226,-0.7703059,0.90547913,-0.37672788,1.5630165,0.8446847,0.5436235,-0.5814768,-1.8581548,-0.9247887,-2.355014,2.0874572,1.8866042,-0.03814958,-2.1172197,-3.1967309,1.1505468,-0.91508853,-2.74513,-1.2394079,-1.9984791,-4.3211064,0.7587517,0.06281115,-1.9634838,2.2658355,-3.1801233,-0.13336481,-2.26045,-0.5421382,-0.95417756,1.2685697,4.943302,-0.12741399,-2.2306857,-3.0328586,4.4772778,1.244261,-0.11217271,0.12950607,0.19047578,0.0977633,1.0797344,0.14482462,3.7815795,-2.326177,-1.1272055,0.9021714,1.9361134,-2.8359594,0.25197423,0.0646361,-4.119825,-0.27652687,-2.3740022,0.47360772,2.2775137,-2.3482041,2.315947,0.5804401,0.2876843,-2.7421765,1.5104324,0.7657266,1.0539529,1.2669499,-3.5375543,-0.08621752,-0.5446287,1.514736,-3.7498884,-0.5803282,2.2247777,3.8261597,1.6102989,1.1815671,-3.2109354,-0.5150758,1.1681467,-1.5780041,-1.7848266,1.5178821,0.20679179,-0.42185363,-1.2072874,-2.0633605,-0.6813063,-2.1537504,0.35240152,-1.1266336,-2.0709682,-0.7270243,-0.5191903,-0.40033707,-2.66732,-1.4084095,0.750532,1.8706571,-1.5582764,0.75850147,1.5067117,-0.059226405,0.013953909,-2.3459163,1.9427555,1.3408978,-3.3481758,0.055525675,-0.42260313,2.0883434,2.3790374,-0.4840118,0.34363955,1.9800342,-1.9700881,0.28681403,-1.4044298,-0.30267563,-0.5316094,-2.4414575,-0.55473864,2.5107973,2.405087,0.32777697,1.732819,-2.9664364,-0.59977454,0.64934313,-0.053082127,0.23968834,-1.2408038,0.8051797,-3.0194435,-0.24389118,1.7017273,-0.9156016,0.43194106,-0.5002933,2.4447854,2.1547077,1.5247321,-1.0839097,-0.26304996,-0.16449757,-1.9740112,0.8023113,0.78677803,-0.9561199,0.57086635,-0.7933194,-0.48944435,1.5137153,-1.7141521,-1.7405429,-0.4875056,-0.14947835,-0.1334773,-0.70233446,3.374518,-0.9677769,-0.72842616,3.1104987,-3.4428356,0.17425919,2.9670525,1.3239515,-0.5072537,-3.4820848
C1=CNCN1,0.017354697,-0.09387542,0.015957555,0.086060435,0.0009220755,0.08885379,0.07562831,0.03159859,0.0055473447,-0.100029185,-0.07163637,-0.13278186,0.032567766,0.052745428,0.043126978,0.0076224804,-0.04663093,0.09969261,-0.027094051,-0.12954755,-0.0077201165,-0.042063717,-0.14773172,0.011514606,0.023377258,-0.054045014,0.1259718,-0.038851622,0.048885405,-0.042114113,0.03469714,-0.05101906,0.015049002,0.084560126,0.00958135,-0.06114699,-0.109036654,0.14201006,0.015941922,0.036110252,-0.026713304,-0.042428847,-0.068374656,-0.053364128,0.0016089969,0.08106305,-0.09379328,0.022573277,-0.018797852,0.12669282,-0.068797834,-0.050991386,-0.06074734,-0.0919922,0.028775016,-0.0016462989,0.07759034,0.009197876,-0.095289916,0.09104667,0.025843441,0.023493303,-0.022817358,0.07087022,0.004182987,0.0821798,-0.016069401,-0.14138156,-0.03759396,0.0016098702,0.045119196,-0.17172886,0.00507142,0.023723826,0.056550104,0.0010850467,-0.028495606,-0.08046314,0.014205087,0.015909033,-0.092392236,0.008899964,-0.041127797,-0.032705307,0.045032136,-0.015929155,-0.087482184,0.0025886577,-0.04223985,0.010560367,-0.07996809,-0.020128915,-0.0061167637,-0.012519009,0.034078017,-0.12765333,-0.009210372,-0.03884527,-0.010779396,-0.03690308,0.059446488,0.0028886683,0.017922746,0.0258818,-0.04160528,0.061690778,-0.010249924,-0.13342027,-0.0031957198,-0.042340957,0.019081274,0.052988302,0.013047938,0.05038872,0.06915359,-0.08720489,0.015749445,0.03852447,-0.016027428,0.028044242,-0.009465631,-0.030674595,0.014922187,0.103969544,0.009429496,0.07683921,-0.07862439,-0.011853117,-0.044349574,0.0018088636,0.011218884,0.003735762,0.082966655,-0.015420355,-0.06883532,-0.0063480027,-0.07362479,0.05172978,-0.06392072,0.039695933,0.040394686,0.061314434,-0.07550246,-0.024004083,-0.009211049,-0.031430107,0.005098235,0.071567215,-0.04736894,0.0024430156,-0.036687683,0.03951308,0.011516206,-0.08661797,-0.10233949,0.041648373,-0.0655358,0.04840525,-0.06877675,0.13429679,-0.04696977,-0.057496563,0.0100871995,-0.11697671,-0.0061235894,0.09671277,0.052514855,0.024381062,-0.026204348
c1ccc2c(c1)nnn2-c1ccc(-n2nnc3ccccc32)cc1,-0.23391432,0.41466087,0.21179372,-0.2604635,-0.053840097,0.019528821,-0.021198183,0.021526234,-0.11141221,-0.12866592,-0.27409935,0.23611923,0.022555102,-0.1390051,0.026810393,0.39494127,-0.03331544,-0.18986703,-0.43294156,0.029206846,-0.02589903,0.05996332,0.2569605,0.021233972,0.4099368,-0.15597506,-0.155835,-0.22437769,0.03786122,0.5444176,-0.06346601,0.5162229,0.17686817,-0.039675422,-0.05235216,0.57975775,-0.084321745,0.025346152,-0.19486555,-0.10231462,0.27313334,0.06201227,0.18635997,-0.029130664,-0.03516684,-0.15239869,0.04375106,0.3044907,-0.057774898,-0.37783575,0.6262307,-0.30388483,-0.3246412,-0.17823783,-0.33104414,0.14123671,-0.031812295,0.14508787,0.2773976,0.049425952,-0.3542622,-0.32875696,0.73215103,-0.48180842,0.19987759,-0.22546457,-0.19304064,0.095035195,-0.22090675,0.56909055,0.1943185,0.012703445,-0.27550903,-0.48134422,-0.20976214,-0.100839294,0.33859548,0.5668594,-0.21693212,0.3662273,-0.1905603,0.5730537,-0.5205105,-0.0086715,0.27237305,0.84624624,0.008593477,-0.0013907049,0.30727214,0.14419603,0.17406009,0.33634824,0.5143581,0.27904043,0.00377376,-0.022403518,0.008493522,-0.030360185,-0.4779728,-0.27174377,-0.03914043,-0.0379616,-0.1993207,0.011905782,0.061023436,-0.09360451,0.525918,0.2486683,-0.064627506,0.009882877,0.16360734,-0.15989715,-0.15283863,0.21251872,-0.07792396,0.014486656,-0.12050463,0.3403496,0.0030404096,0.099488124,0.054847665,0.06896755,0.033443756,0.4652921,0.083674856,0.0037614945,0.014659812,-0.030747836,-0.015811209,0.0028829244,-0.047079258,0.3898481,-0.24855898,0.5470706,-0.18672606,-0.06768449,-0.10909194,0.038298894,0.03898678,-0.1713258,0.020715147,-0.09411196,-0.3607235,-0.117989324,-0.077550374,0.30902046,-0.10188192,-0.03314306,0.05482962,-0.09483445,0.099051975,0.2088686,0.0021799915,0.0025731362,-0.027762268,-0.008897789,-0.3132577,0.01701131,0.23675017,-0.010219779,0.051490735,-0.59561634,-0.07997459,-0.011602271,0.18324205,0.043245655,-0.27582744,-0.2036571,0.44647327
c1ncn(-c2ccc(-c3ccc(-n4cncn4)cc3)cc2)n1,-0.21486059,0.3771565,0.19448881,-0.22629444,-0.049444743,0.022404864,-0.014287569,0.022149982,-0.096447214,-0.11997741,-0.24937215,0.20559265,0.020106193,-0.12440091,0.031444043,0.36086023,-0.023850027,-0.16376437,-0.39025137,0.02036332,-0.021985345,0.052678976,0.22446692,0.018477663,0.37148255,-0.13898823,-0.1345489,-0.19626379,0.04021824,0.49140954,-0.04931741,0.45892695,0.15831293,-0.039422225,-0.046617117,0.51970613,-0.07611671,0.023820795,-0.17975256,-0.08472514,0.24076353,0.04888773,0.15966442,-0.032793056,-0.03092662,-0.13656978,0.033724584,0.28001714,-0.057844292,-0.33101618,0.5617758,-0.2789504,-0.2972144,-0.1587321,-0.2939116,0.1325969,-0.02648434,0.12545133,0.24377537,0.04814954,-0.315594,-0.2934895,0.658998,-0.4306916,0.17780107,-0.19802815,-0.17515728,0.07859483,-0.20288894,0.510114,0.17640665,0.0069493316,-0.24475682,-0.43657732,-0.1915493,-0.095348015,0.2978397,0.5093188,-0.19180948,0.3275372,-0.17589758,0.52137864,-0.4753763,-0.011536762,0.24645098,0.75993574,0.0040766,-1.5394762e-05,0.27838135,0.13013813,0.14973761,0.30728567,0.46112594,0.2494365,0.0087095015,-0.023885755,0.0080146585,-0.030954048,-0.4327786,-0.24366227,-0.032395,-0.040136598,-0.17710857,0.01568278,0.058335233,-0.084404126,0.4673512,0.21956278,-0.0590221,0.006254377,0.14371938,-0.14347744,-0.13660346,0.19811973,-0.06857019,0.010481127,-0.10812792,0.3120841,0.0047816103,0.09433387,0.052732427,0.0587215,0.026461221,0.42340356,0.07667517,0.0057357457,0.012934779,-0.028369913,-0.018920366,0.0020920155,-0.041008495,0.35260296,-0.2182663,0.4970863,-0.17432028,-0.067279354,-0.10437226,0.0377964,0.029955223,-0.15552753,0.016117968,-0.080100454,-0.32448816,-0.10605979,-0.07213909,0.27918524,-0.09281538,-0.023062028,0.04655259,-0.08474517,0.08606304,0.19037215,0.0011370555,-0.0033220798,-0.0311936,-0.0016543046,-0.28598422,0.02056013,0.20859893,-0.0046338476,0.04291347,-0.5383986,-0.07931365,-0.016379084,0.16401799,0.039945744,-0.2464451,-0.17934091,0.4053895
